,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num,Devolucoes
1133,Joyce,Ribas,20/06/1991,Salvador,Casaco,2018-11-28,62,55,3410,Novembro,11,3
1129,Maryanna,Correa,03/01/1991,Porto Alegre,Casaco,2018-11-27,89,55,4895,Novembro,11,3
1136,Juliane,Felipi,31/05/1989,Fortaleza,Saia,2018-11-28,2,110,220,Novembro,11,1
1128,Breno,Amaral,26/12/1993,Salvador,Tenis,2018-11-27,52,110,5720,Novembro,11,2
1131,Andrew,Carvalhal,16/11/1991,Sao Paulo,Short,2018-11-28,74,250,18500,Novembro,11,4
1009,Patricia,Camara,08/08/1988,Sao Paulo,Saia,2018-11-01,60,250,15000,Janeiro,11,3
1063,Maryanna,Correa,11/05/1990,Curitiba,Casaco,2018-11-13,9,85,765,Novembro,11,1
1062,Andrew,Carvalhal,21/10/1992,Curitiba,Sandalia,2018-11-13,101,25,2525,Novembro,11,2
1061,Emanuella,Fialho,26/09/1990,Brasilia,Vestido,2018-11-13,105,110,11550,Novembro,11,1
1060,Eduarda,Figueiredo,01/12/1989,Sao Paulo,Sapato,2018-11-13,49,300,14700,Novembro,11,2
1059,Andrew,Carvalhal,09/11/1990,Sao Paulo,Casaco,2018-11-13,95,200,19000,Novembro,11,8
1096,Patricia,Camara,06/08/1992,Fortaleza,Camiseta,2018-11-21,43,300,12900,Novembro,11,6
1092,Iago,Bensdorp,08/09/1989,Fortaleza,Vestido,2018-11-21,123,250,30750,Novembro,11,8
1098,Jucelia,Bailly,17/05/1991,Rio de Janeiro,Tenis,2018-11-21,134,55,7370,Novembro,11,3
1095,Andrew,Carvalhal,10/06/1987,Sao Paulo,Sandalia,2018-11-21,57,230,13110,Novembro,11,5
1093,NatÃ¡lia,Huon,30/07/1992,Fortaleza,Vestido,2018-11-21,91,250,22750,Novembro,11,2
1103,Andrew,Carvalhal,05/03/1990,Sao Paulo,Jaqueta,2018-11-21,19,25,475,Novembro,11,3
1102,Andrew,Carvalhal,17/02/1992,Porto Alegre,Camiseta,2018-11-21,15,55,825,Novembro,11,3
1140,Maryanna,Correa,10/03/1990,Fortaleza,Sapato,2018-11-30,13,75,975,Novembro,11,8
1101,Breno,Amaral,25/07/1985,Porto Alegre,Sapato,2018-11-21,15,75,1125,Novembro,11,2
1099,Patricia,Camara,16/12/1989,Salvador,Sapato,2018-11-21,127,30,3810,Novembro,11,7
1097,Eduarda,Figueiredo,09/03/1986,Curitiba,Sapato,2018-11-21,41,250,10250,Novembro,11,7
1094,Joyce,Ribas,03/10/1987,Porto Alegre,Vestido,2018-11-21,70,300,21000,Novembro,11,8
1106,Paloma,Farias,12/01/1986,Fortaleza,Saia,2018-11-22,7,55,385,Novembro,11,3
1104,Andrew,Carvalhal,05/09/1992,Porto Alegre,Casaco,2018-11-22,46,250,11500,Novembro,11,3
1105,Patricia,Camara,08/11/1988,Fortaleza,Saia,2018-11-22,115,75,8625,Novembro,11,7
1132,Andrew,Carvalhal,23/05/1993,Porto Alegre,Sandalia,2018-11-28,72,150,10800,Novembro,11,8
1010,Joyce,Ribas,10/08/1986,Porto Alegre,Vestido,2018-11-01,134,85,11390,Janeiro,11,5
1058,Emanuella,Fialho,17/10/1993,Salvador,Short,2018-11-12,77,30,2310,Dezembro,11,7
1109,Maryanna,Correa,03/07/1992,Curitiba,Pulseira,2018-11-23,36,300,10800,Novembro,11,6
1110,Iago,Bensdorp,26/07/1986,Brasilia,Casaco,2018-11-23,28,150,4200,Novembro,11,8
1111,Jucelia,Bailly,01/09/1990,Rio de Janeiro,Vestido,2018-11-23,33,55,1815,Novembro,11,1
1100,Iago,Bensdorp,16/07/1988,Curitiba,Camiseta,2018-11-21,53,30,1590,Novembro,11,5
1139,Elizeu,Barros,02/06/1992,Curitiba,Sapato,2018-11-30,112,25,2800,Novembro,11,3
1138,Patricia,Camara,14/05/1985,Salvador,Vestido,2018-11-30,104,30,3120,Novembro,11,4
1090,Izabel,Milagre,07/02/1986,Brasilia,Vestido,2018-11-20,81,250,20250,Novembro,11,5
1078,Joyce,Ribas,03/04/1989,Porto Alegre,Camiseta,2018-11-16,123,30,3690,Novembro,11,1
1074,Eduarda,Figueiredo,21/02/1988,Rio de Janeiro,Sapato,2018-11-16,104,150,15600,Novembro,11,2
1073,Elizeu,Barros,20/05/1987,Fortaleza,Camiseta,2018-11-16,136,150,20400,Novembro,11,6
1076,Emanuella,Fialho,02/07/1985,Sao Paulo,Vestido,2018-11-16,16,300,4800,Novembro,11,7
1077,Breno,Amaral,13/08/1989,Brasilia,Short,2018-11-16,86,55,4730,Novembro,11,3
1075,Elizeu,Barros,25/06/1992,Rio de Janeiro,Vestido,2018-11-16,149,75,11175,Novembro,11,7
1069,Andrew,Carvalhal,21/07/1988,Salvador,Vestido,2018-11-15,97,300,29100,Novembro,11,5
1071,Iago,Bensdorp,22/05/1992,Brasilia,Casaco,2018-11-15,81,75,6075,Novembro,11,3
1072,Izabel,Milagre,07/08/1989,Porto Alegre,Casaco,2018-11-15,22,85,1870,Novembro,11,4
1070,Eduarda,Figueiredo,17/10/1985,Salvador,Sandalia,2018-11-15,144,150,21600,Novembro,11,5
1083,Iago,Bensdorp,16/08/1986,Curitiba,Pulseira,2018-11-18,55,25,1375,Novembro,11,4
1084,Emanuella,Fialho,08/09/1992,Brasilia,Casaco,2018-11-18,14,25,350,Novembro,11,6
1079,Breno,Amaral,17/09/1992,Curitiba,Camiseta,2018-11-18,137,250,34250,Novembro,11,3
1081,Joyce,Ribas,20/12/1985,Salvador,Sapato,2018-11-18,99,55,5445,Novembro,11,2
1082,Elizeu,Barros,17/09/1993,Porto Alegre,Vestido,2018-11-18,132,25,3300,Novembro,11,3
1080,Eduarda,Figueiredo,13/03/1987,Salvador,Casaco,2018-11-18,140,190,26600,Novembro,11,3
1068,Eduarda,Figueiredo,08/08/1988,Fortaleza,Camiseta,2018-11-14,18,110,1980,Novembro,11,5
1067,Joyce,Ribas,25/05/1988,Salvador,Casaco,2018-11-14,27,75,2025,Novembro,11,2
1066,Breno,Amaral,06/11/1991,Porto Alegre,Saia,2018-11-14,35,250,8750,Novembro,11,3
1064,Andrew,Carvalhal,30/12/1985,Rio de Janeiro,Saia,2018-11-14,140,150,21000,Novembro,11,3
1065,Andrew,Carvalhal,08/06/1987,Rio de Janeiro,Sapato,2018-11-14,54,190,10260,Novembro,11,3
1088,Emanuella,Fialho,27/09/1992,Rio de Janeiro,Casaco,2018-11-19,48,55,2640,Novembro,11,2
1087,Patricia,Camara,04/04/1986,Curitiba,Vestido,2018-11-19,65,75,4875,Novembro,11,3
1086,Jucelia,Bailly,09/07/1991,Fortaleza,Tenis,2018-11-19,72,85,6120,Novembro,11,7
1085,Maryanna,Correa,30/09/1991,Porto Alegre,Saia,2018-11-19,86,190,16340,Novembro,11,3
1089,Jucelia,Bailly,20/10/1987,Porto Alegre,Sapato,2018-11-20,140,200,28000,Novembro,11,4
1091,Breno,Amaral,18/12/1992,Salvador,Sapato,2018-11-20,88,25,2200,Novembro,11,5
1112,Joyce,Ribas,04/09/1992,Rio de Janeiro,Vestido,2018-11-23,52,25,1300,Novembro,11,7
1107,Joyce,Ribas,01/07/1992,Curitiba,Vestido,2018-11-23,85,300,25500,Novembro,11,4
1137,Maryanna,Correa,22/03/1989,Fortaleza,Short,2018-11-29,32,75,2400,Novembro,11,3
1057,Maryanna,Correa,06/11/1991,Sao Paulo,Casaco,2018-11-12,66,230,15180,Dezembro,11,1
1034,Andrew,Carvalhal,11/03/1987,Salvador,Casaco,2018-11-07,34,55,1870,Julho,11,3
1033,Jucelia,Bailly,12/12/1991,Brasilia,Pulseira,2018-11-07,139,30,4170,Julho,11,7
1031,Iago,Bensdorp,25/08/1993,Rio de Janeiro,Sapato,2018-11-07,138,75,10350,Julho,11,3
1027,Breno,Amaral,09/02/1992,Brasilia,Pulseira,2018-11-06,31,300,9300,Junho,11,3
1030,Iago,Bensdorp,23/10/1992,Salvador,Vestido,2018-11-06,59,25,1475,Junho,11,1
1028,Paloma,Farias,23/12/1993,Sao Paulo,Sapato,2018-11-06,88,85,7480,Junho,11,6
1029,Jucelia,Bailly,05/03/1986,Brasilia,Vestido,2018-11-06,125,30,3750,Junho,11,5
1026,Iago,Bensdorp,28/06/1985,Sao Paulo,Sapato,2018-11-05,13,25,325,Maio,11,6
1025,Andrew,Carvalhal,29/07/1991,Sao Paulo,Casaco,2018-11-05,124,85,10540,Maio,11,6
1018,Juliane,Felipi,10/10/1989,Porto Alegre,Camiseta,2018-11-04,118,230,27140,Abril,11,7
1020,Izabel,Milagre,19/12/1985,Brasilia,Sapato,2018-11-04,85,110,9350,Abril,11,5
1019,Jucelia,Bailly,07/03/1989,Porto Alegre,Jaqueta,2018-11-04,50,250,12500,Abril,11,1
1022,Paloma,Farias,21/12/1986,Porto Alegre,Sapato,2018-11-04,74,30,2220,Abril,11,7
1021,Breno,Amaral,02/09/1985,Brasilia,Casaco,2018-11-04,93,75,6975,Abril,11,6
1024,Breno,Amaral,16/10/1993,Sao Paulo,Sapato,2018-11-04,32,25,800,Abril,11,5
1023,Joyce,Ribas,19/07/1992,Sao Paulo,Sapato,2018-11-04,88,25,2200,Abril,11,3
1017,Joyce,Ribas,20/08/1985,Porto Alegre,Sapato,2018-11-03,75,190,14250,Marco,11,5
1124,Breno,Amaral,02/03/1992,Rio de Janeiro,Camiseta,2018-11-25,92,30,2760,Novembro,11,6
1123,Breno,Amaral,08/09/1992,Rio de Janeiro,Tenis,2018-11-25,117,30,3510,Novembro,11,5
1122,Jucelia,Bailly,29/12/1993,Salvador,Vestido,2018-11-25,55,75,4125,Novembro,11,7
1121,Jucelia,Bailly,11/08/1988,Curitiba,Vestido,2018-11-25,67,85,5695,Novembro,11,5
1117,Tayna,Coimbra,24/01/1991,Sao Paulo,Vestido,2018-11-25,133,300,39900,Novembro,11,6
1118,Izabel,Milagre,30/04/1986,Fortaleza,Vestido,2018-11-25,88,200,17600,Novembro,11,4
1108,Jucelia,Bailly,26/02/1989,Fortaleza,Vestido,2018-11-23,145,85,12325,Novembro,11,4
1120,Andrew,Carvalhal,31/08/1991,Porto Alegre,Chinelo,2018-11-25,37,200,7400,Novembro,11,5
1011,Andrew,Carvalhal,13/05/1986,Curitiba,Sapato,2018-11-01,71,30,2130,Janeiro,11,2
1012,Patricia,Camara,03/11/1991,Brasilia,Vestido,2018-11-02,91,85,7735,Fevereiro,11,7
1013,Emanuella,Fialho,12/07/1988,Rio de Janeiro,Vestido,2018-11-02,68,55,3740,Fevereiro,11,6
1014,Jucelia,Bailly,16/07/1993,Porto Alegre,Vestido,2018-11-02,137,25,3425,Fevereiro,11,6
1015,Izabel,Milagre,24/05/1992,Fortaleza,Casaco,2018-11-02,61,30,1830,Fevereiro,11,5
1016,Maryanna,Correa,04/09/1988,Porto Alegre,Vestido,2018-11-02,20,30,600,Fevereiro,11,3
1119,NatÃ¡lia,Huon,24/11/1992,Sao Paulo,Sapato,2018-11-25,89,150,13350,Novembro,11,3
1116,Paloma,Farias,21/12/1990,Porto Alegre,Vestido,2018-11-24,145,30,4350,Novembro,11,8
1115,Patricia,Camara,18/08/1989,Salvador,Pulseira,2018-11-24,90,75,6750,Novembro,11,3
1114,Izabel,Milagre,15/08/1989,Curitiba,Short,2018-11-24,109,75,8175,Novembro,11,3
1056,Joyce,Ribas,08/10/1988,Salvador,Sapato,2018-11-12,75,250,18750,Dezembro,11,2
1055,NatÃ¡lia,Huon,22/10/1989,Porto Alegre,Vestido,2018-11-11,13,75,975,Novembro,11,7
1054,Maryanna,Correa,29/10/1985,Fortaleza,Saia,2018-11-11,128,30,3840,Novembro,11,6
1053,Eduarda,Figueiredo,29/12/1986,Brasilia,Casaco,2018-11-11,106,85,9010,Novembro,11,1
1052,NatÃ¡lia,Huon,12/09/1993,Rio de Janeiro,Casaco,2018-11-11,59,300,17700,Novembro,11,6
1050,Andrew,Carvalhal,25/07/1985,Fortaleza,Vestido,2018-11-10,102,75,7650,Outubro,11,3
1051,Paloma,Farias,23/12/1989,Salvador,Vestido,2018-11-10,2,200,400,Outubro,11,8
1049,Emanuella,Fialho,17/07/1986,Curitiba,Vestido,2018-11-10,144,85,12240,Outubro,11,2
1113,Jucelia,Bailly,06/03/1988,Rio de Janeiro,Vestido,2018-11-24,142,150,21300,Novembro,11,4
1047,Iago,Bensdorp,09/08/1989,Curitiba,Saia,2018-11-10,140,300,42000,Outubro,11,5
1044,Izabel,Milagre,08/10/1991,Curitiba,Vestido,2018-11-09,100,110,11000,Setembro,11,8
1043,Joyce,Ribas,17/03/1988,Sao Paulo,Camiseta,2018-11-09,137,110,15070,Setembro,11,6
1045,Joyce,Ribas,10/03/1990,Porto Alegre,Casaco,2018-11-09,34,200,6800,Setembro,11,5
1048,Joyce,Ribas,25/05/1986,Brasilia,Jaqueta,2018-11-10,122,110,13420,Outubro,11,6
1037,Jucelia,Bailly,27/05/1989,Fortaleza,Jaqueta,2018-11-08,118,250,29500,Agosto,11,7
1039,Elizeu,Barros,28/10/1991,Salvador,Vestido,2018-11-08,70,230,16100,Agosto,11,1
1035,NatÃ¡lia,Huon,09/08/1988,Fortaleza,Camiseta,2018-11-07,40,25,1000,Julho,11,1
1038,Tayna,Coimbra,24/02/1990,Sao Paulo,Sapato,2018-11-08,144,190,27360,Agosto,11,6
1041,Tayna,Coimbra,05/05/1988,Fortaleza,Camiseta,2018-11-08,109,25,2725,Agosto,11,3
1036,Iago,Bensdorp,21/07/1991,Salvador,Casaco,2018-11-07,12,55,660,Julho,11,5
1032,Breno,Amaral,29/10/1989,Salvador,Saia,2018-11-07,54,190,10260,Julho,11,8
1042,Andrew,Carvalhal,04/04/1993,Rio de Janeiro,Camiseta,2018-11-08,42,55,2310,Agosto,11,1
1040,Andrew,Carvalhal,18/12/1990,Curitiba,Vestido,2018-11-08,60,75,4500,Agosto,11,2
1046,Breno,Amaral,03/11/1991,Sao Paulo,Tenis,2018-11-09,46,55,2530,Setembro,11,5
1284,Maryanna,Correa,29/11/1992,Rio de Janeiro,Casaco,2018-12-30,28,30,840,Dezembro,12,2
1281,Izabel,Milagre,21/01/1989,Curitiba,Casaco,2018-12-30,88,230,20240,Dezembro,12,1
1282,Joyce,Ribas,31/03/1985,Brasilia,Sapato,2018-12-30,121,85,10285,Dezembro,12,2
1279,Paloma,Farias,29/01/1990,Salvador,Vestido,2018-12-29,32,85,2720,Dezembro,12,2
1277,Izabel,Milagre,09/01/1985,Curitiba,Camiseta,2018-12-29,66,55,3630,Dezembro,12,4
1276,Andrew,Carvalhal,28/02/1986,Curitiba,Vestido,2018-12-29,45,300,13500,Dezembro,12,5
1271,Paloma,Farias,26/09/1986,Fortaleza,Sapato,2018-12-28,127,300,38100,Dezembro,12,2
1272,Patricia,Camara,30/12/1993,Fortaleza,Sapato,2018-12-28,31,110,3410,Dezembro,12,8
1273,Maryanna,Correa,28/09/1987,Rio de Janeiro,Sandalia,2018-12-28,105,25,2625,Dezembro,12,4
1274,Breno,Amaral,25/09/1992,Curitiba,Vestido,2018-12-28,13,150,1950,Dezembro,12,4
1275,Izabel,Milagre,03/08/1988,Sao Paulo,Sandalia,2018-12-28,7,55,385,Dezembro,12,1
1283,Jucelia,Bailly,30/06/1990,Rio de Janeiro,Sapato,2018-12-30,61,25,1525,Dezembro,12,1
1280,Iago,Bensdorp,13/01/1986,Sao Paulo,Bermuda,2018-12-29,60,25,1500,Dezembro,12,6
1278,Jucelia,Bailly,30/11/1988,Rio de Janeiro,Vestido,2018-12-29,110,30,3300,Dezembro,12,1
1217,NatÃ¡lia,Huon,06/05/1985,Brasilia,Sapato,2018-12-16,30,30,900,Dezembro,12,1
1270,Jucelia,Bailly,03/02/1986,Salvador,Vestido,2018-12-27,76,25,1900,Dezembro,12,6
1232,Joyce,Ribas,28/06/1988,Curitiba,Tenis,2018-12-20,121,30,3630,Dezembro,12,4
1229,Andrew,Carvalhal,16/11/1985,Porto Alegre,Chinelo,2018-12-20,94,110,10340,Dezembro,12,8
1230,Izabel,Milagre,18/08/1988,Fortaleza,Tenis,2018-12-20,143,30,4290,Dezembro,12,8
1231,Joyce,Ribas,02/12/1993,Rio de Janeiro,Pulseira,2018-12-20,68,55,3740,Dezembro,12,4
1191,Emanuella,Fialho,27/06/1992,Fortaleza,Camiseta,2018-12-13,66,250,16500,Dezembro,12,6
1193,Emanuella,Fialho,17/04/1990,Fortaleza,Short,2018-12-13,115,55,6325,Dezembro,12,2
1192,Joyce,Ribas,13/08/1985,Brasilia,Sapato,2018-12-13,125,55,6875,Dezembro,12,4
1190,Elizeu,Barros,16/03/1989,Curitiba,Bermuda,2018-12-12,17,230,3910,Dezembro,12,5
1188,NatÃ¡lia,Huon,17/08/1992,Sao Paulo,Vestido,2018-12-12,92,230,21160,Dezembro,12,6
1189,Joyce,Ribas,05/05/1992,Brasilia,Sandalia,2018-12-12,97,75,7275,Dezembro,12,7
1187,Juliane,Felipi,16/08/1991,Rio de Janeiro,Saia,2018-12-11,6,75,450,Novembro,12,7
1186,Joyce,Ribas,19/03/1991,Curitiba,Casaco,2018-12-11,71,25,1775,Novembro,12,6
1185,Elizeu,Barros,22/04/1987,Brasilia,Camiseta,2018-12-11,94,85,7990,Novembro,12,1
1228,Paloma,Farias,17/07/1990,Rio de Janeiro,Saia,2018-12-19,16,190,3040,Dezembro,12,6
1184,Jucelia,Bailly,27/07/1988,Brasilia,Camiseta,2018-12-11,97,230,22310,Novembro,12,2
1183,Emanuella,Fialho,31/03/1988,Brasilia,Vestido,2018-12-10,91,25,2275,Outubro,12,2
1179,Emanuella,Fialho,10/08/1992,Brasilia,Sapato,2018-12-10,89,190,16910,Outubro,12,6
1180,Breno,Amaral,16/05/1990,Rio de Janeiro,Camiseta,2018-12-10,122,110,13420,Outubro,12,6
1237,Andrew,Carvalhal,23/06/1990,Salvador,Sandalia,2018-12-21,43,55,2365,Dezembro,12,3
1236,Elizeu,Barros,13/12/1992,Rio de Janeiro,Saia,2018-12-21,20,300,6000,Dezembro,12,7
1235,Izabel,Milagre,22/10/1987,Fortaleza,Pulseira,2018-12-21,62,250,15500,Dezembro,12,8
1238,Elizeu,Barros,10/07/1988,Brasilia,Vestido,2018-12-21,78,30,2340,Dezembro,12,6
1234,Iago,Bensdorp,07/03/1993,Porto Alegre,Vestido,2018-12-21,103,250,25750,Dezembro,12,3
1233,Breno,Amaral,26/05/1987,Porto Alegre,Sapato,2018-12-21,138,200,27600,Dezembro,12,7
1181,Emanuella,Fialho,24/02/1988,Brasilia,Saia,2018-12-10,123,30,3690,Outubro,12,8
1182,Juliane,Felipi,14/07/1986,Curitiba,Sapato,2018-12-10,86,30,2580,Outubro,12,1
1177,Juliane,Felipi,14/07/1993,Brasilia,Short,2018-12-09,4,25,100,Setembro,12,5
1176,Jucelia,Bailly,13/12/1988,Sao Paulo,Saia,2018-12-09,5,25,125,Setembro,12,4
1178,Andrew,Carvalhal,28/03/1986,Brasilia,Casaco,2018-12-10,121,230,27830,Outubro,12,5
1227,Elizeu,Barros,03/01/1991,Curitiba,Vestido,2018-12-19,81,110,8910,Dezembro,12,1
1225,Paloma,Farias,10/10/1987,Brasilia,Tenis,2018-12-19,129,190,24510,Dezembro,12,7
1226,Patricia,Camara,01/06/1990,Brasilia,Casaco,2018-12-19,144,110,15840,Dezembro,12,3
1216,Elizeu,Barros,03/02/1989,Brasilia,Tenis,2018-12-16,21,230,4830,Dezembro,12,8
1215,Maryanna,Correa,17/10/1992,Fortaleza,Vestido,2018-12-16,89,110,9790,Dezembro,12,1
1213,NatÃ¡lia,Huon,31/08/1988,Brasilia,Jaqueta,2018-12-16,107,300,32100,Dezembro,12,6
1203,Elizeu,Barros,14/06/1985,Rio de Janeiro,Casaco,2018-12-15,137,200,27400,Dezembro,12,2
1207,Patricia,Camara,20/04/1985,Sao Paulo,Vestido,2018-12-15,148,25,3700,Dezembro,12,2
1204,Andrew,Carvalhal,16/06/1987,Rio de Janeiro,Vestido,2018-12-15,116,110,12760,Dezembro,12,1
1208,Breno,Amaral,29/01/1988,Rio de Janeiro,Saia,2018-12-15,37,75,2775,Dezembro,12,2
1212,Eduarda,Figueiredo,27/12/1992,Brasilia,Casaco,2018-12-15,15,25,375,Dezembro,12,5
1218,Elizeu,Barros,18/08/1990,Fortaleza,Vestido,2018-12-17,118,300,35400,Dezembro,12,8
1219,Andrew,Carvalhal,13/12/1990,Porto Alegre,Tenis,2018-12-17,25,300,7500,Dezembro,12,7
1220,Joyce,Ribas,11/04/1991,Curitiba,Sapato,2018-12-17,39,190,7410,Dezembro,12,1
1221,Breno,Amaral,03/08/1993,Rio de Janeiro,Sapato,2018-12-17,15,110,1650,Dezembro,12,8
1206,Elizeu,Barros,29/10/1987,Brasilia,Sapato,2018-12-15,56,75,4200,Dezembro,12,8
1205,Jucelia,Bailly,13/03/1992,Curitiba,Tenis,2018-12-15,26,230,5980,Dezembro,12,4
1210,Jucelia,Bailly,17/06/1985,Rio de Janeiro,Sapato,2018-12-15,78,30,2340,Dezembro,12,7
1209,Patricia,Camara,11/10/1985,Porto Alegre,Vestido,2018-12-15,92,30,2760,Dezembro,12,7
1211,Emanuella,Fialho,03/03/1987,Salvador,Vestido,2018-12-15,10,85,850,Dezembro,12,1
1202,Juliane,Felipi,14/09/1987,Brasilia,Tenis,2018-12-15,96,300,28800,Dezembro,12,5
1224,Izabel,Milagre,13/06/1992,Porto Alegre,Casaco,2018-12-18,141,30,4230,Dezembro,12,6
1223,Joyce,Ribas,24/01/1992,Brasilia,Casaco,2018-12-18,39,190,7410,Dezembro,12,5
1222,Jucelia,Bailly,31/12/1987,Sao Paulo,Sapato,2018-12-18,138,300,41400,Dezembro,12,1
1196,NatÃ¡lia,Huon,05/04/1992,Sao Paulo,Jaqueta,2018-12-14,112,150,16800,Dezembro,12,8
1197,NatÃ¡lia,Huon,21/07/1986,Porto Alegre,Casaco,2018-12-14,146,110,16060,Dezembro,12,7
1198,Jucelia,Bailly,09/09/1987,Porto Alegre,Sapato,2018-12-14,31,300,9300,Dezembro,12,1
1194,Breno,Amaral,24/12/1992,Sao Paulo,Vestido,2018-12-14,134,230,30820,Dezembro,12,1
1199,Patricia,Camara,30/09/1992,Porto Alegre,Saia,2018-12-14,104,85,8840,Dezembro,12,3
1195,Andrew,Carvalhal,12/11/1991,Sao Paulo,Saia,2018-12-14,146,200,29200,Dezembro,12,8
1201,Jucelia,Bailly,01/07/1988,Fortaleza,Vestido,2018-12-14,56,30,1680,Dezembro,12,3
1200,Elizeu,Barros,03/05/1992,Fortaleza,Vestido,2018-12-14,119,25,2975,Dezembro,12,8
1175,Paloma,Farias,24/08/1990,Rio de Janeiro,Saia,2018-12-09,40,30,1200,Setembro,12,7
1174,Jucelia,Bailly,09/02/1993,Curitiba,Casaco,2018-12-08,125,55,6875,Agosto,12,8
1173,Breno,Amaral,04/08/1991,Sao Paulo,Casaco,2018-12-08,34,230,7820,Agosto,12,5
1172,Jucelia,Bailly,09/05/1987,Porto Alegre,Short,2018-12-08,104,250,26000,Agosto,12,3
1146,Izabel,Milagre,05/11/1986,Sao Paulo,Camiseta,2018-12-03,68,230,15640,Marco,12,4
1145,Elizeu,Barros,29/08/1986,Fortaleza,Camiseta,2018-12-03,106,230,24380,Marco,12,7
1151,Breno,Amaral,03/11/1988,Sao Paulo,Sapato,2018-12-03,44,85,3740,Marco,12,7
1144,Iago,Bensdorp,25/01/1988,Curitiba,Sapato,2018-12-02,5,230,1150,Fevereiro,12,1
1143,Jucelia,Bailly,06/05/1988,Fortaleza,Sapato,2018-12-02,87,55,4785,Fevereiro,12,7
1141,Breno,Amaral,13/10/1987,Sao Paulo,Jaqueta,2018-12-01,137,55,7535,Janeiro,12,4
1142,Juliane,Felipi,13/07/1987,Curitiba,Sandalia,2018-12-01,84,25,2100,Janeiro,12,3
1248,Izabel,Milagre,30/11/1990,Rio de Janeiro,Camiseta,2018-12-23,72,250,18000,Dezembro,12,4
1249,Izabel,Milagre,10/01/1990,Sao Paulo,Pulseira,2018-12-23,62,110,6820,Dezembro,12,8
1214,Eduarda,Figueiredo,20/12/1993,Fortaleza,Casaco,2018-12-16,67,230,15410,Dezembro,12,5
1250,Juliane,Felipi,17/08/1986,Brasilia,Bermuda,2018-12-24,150,190,28500,Dezembro,12,4
1251,Tayna,Coimbra,13/11/1993,Fortaleza,Casaco,2018-12-24,86,300,25800,Dezembro,12,1
1252,Eduarda,Figueiredo,29/04/1988,Curitiba,Casaco,2018-12-24,85,110,9350,Dezembro,12,8
1255,Paloma,Farias,01/01/1989,Curitiba,Sapato,2018-12-24,29,55,1595,Dezembro,12,3
1254,Iago,Bensdorp,16/03/1988,Curitiba,Camiseta,2018-12-24,75,25,1875,Dezembro,12,2
1253,Jucelia,Bailly,23/01/1991,Fortaleza,Vestido,2018-12-24,122,55,6710,Dezembro,12,6
1256,Patricia,Camara,17/09/1990,Curitiba,Short,2018-12-25,27,300,8100,Dezembro,12,6
1257,Emanuella,Fialho,21/05/1986,Salvador,Pulseira,2018-12-25,25,190,4750,Dezembro,12,8
1258,Jucelia,Bailly,08/09/1987,Fortaleza,Sapato,2018-12-25,2,300,600,Dezembro,12,3
1263,Jucelia,Bailly,16/05/1986,Brasilia,Short,2018-12-26,11,230,2530,Dezembro,12,2
1264,Emanuella,Fialho,26/03/1985,Sao Paulo,Bermuda,2018-12-26,14,150,2100,Dezembro,12,5
1261,Jucelia,Bailly,25/10/1991,Sao Paulo,Sandalia,2018-12-26,111,85,9435,Dezembro,12,1
1262,Jucelia,Bailly,17/07/1988,Salvador,Casaco,2018-12-26,45,200,9000,Dezembro,12,6
1260,Eduarda,Figueiredo,13/01/1985,Brasilia,Casaco,2018-12-26,59,230,13570,Dezembro,12,6
1259,Juliane,Felipi,23/08/1985,Fortaleza,Vestido,2018-12-26,137,190,26030,Dezembro,12,5
1268,Elizeu,Barros,01/05/1990,Sao Paulo,Tenis,2018-12-27,81,110,8910,Dezembro,12,3
1265,Jucelia,Bailly,21/07/1990,Porto Alegre,Casaco,2018-12-27,132,150,19800,Dezembro,12,1
1269,Iago,Bensdorp,21/12/1989,Sao Paulo,Tenis,2018-12-27,80,30,2400,Dezembro,12,2
1267,Iago,Bensdorp,07/02/1991,Fortaleza,Casaco,2018-12-27,55,250,13750,Dezembro,12,7
1147,Andrew,Carvalhal,21/02/1993,Rio de Janeiro,Saia,2018-12-03,63,230,14490,Marco,12,6
1266,NatÃ¡lia,Huon,06/10/1989,Rio de Janeiro,Sandalia,2018-12-27,124,150,18600,Dezembro,12,3
1148,Jucelia,Bailly,12/08/1989,Brasilia,Saia,2018-12-03,92,150,13800,Marco,12,1
1150,Andrew,Carvalhal,21/06/1992,Porto Alegre,Saia,2018-12-03,127,30,3810,Marco,12,1
1171,Iago,Bensdorp,29/04/1989,Salvador,Bermuda,2018-12-07,13,110,1430,Julho,12,3
1167,Eduarda,Figueiredo,14/10/1988,Curitiba,Chinelo,2018-12-07,61,190,11590,Julho,12,7
1170,Breno,Amaral,30/11/1989,Brasilia,Saia,2018-12-07,15,110,1650,Julho,12,8
1168,Patricia,Camara,14/03/1990,Sao Paulo,Casaco,2018-12-07,90,75,6750,Julho,12,8
1169,Maryanna,Correa,08/03/1988,Rio de Janeiro,Vestido,2018-12-07,44,150,6600,Julho,12,3
1161,Iago,Bensdorp,30/06/1993,Porto Alegre,Saia,2018-12-06,45,85,3825,Junho,12,5
1158,Emanuella,Fialho,31/10/1986,Rio de Janeiro,Vestido,2018-12-06,111,150,16650,Junho,12,3
